Student Name,Student ID,Attendance Percentage,Previous Exam Score,Previous Semester Score,Assignment Score,Internal Assessment Score,Study Hours per Day,Class Participation Percentage,Sleep Hours per Day,Final Exam Score
Student_1513,2513,77.8,67.9,77.6,79.0,60.6,3.9,60.5,6.4,72.2
Student_1514,2514,66.3,63.8,69.4,65.9,81.4,4.1,45.8,7.1,68.0
Student_1515,2515,84.2,72.9,60.9,81.7,79.5,4.0,80.2,7.8,74.2
Student_1516,2516,83.8,64.0,80.6,89.7,62.8,5.0,75.9,5.3,75.4
Student_1517,2517,100.0,70.0,96.4,68.7,82.5,3.7,78.4,7.5,83.1
Student_1518,2518,91.3,79.1,72.0,92.7,73.0,4.8,55.7,7.1,79.2
Student_1519,2519,74.8,79.2,46.5,64.4,100.0,3.8,52.1,6.5,68.7
Student_1520,2520,100.0,64.2,83.0,100.0,72.3,6.7,70.8,8.8,83.6
Student_1521,2521,97.2,69.1,86.8,75.9,73.6,4.1,71.0,5.6,78.9
Student_1522,2522,90.8,87.9,56.0,81.5,69.3,7.5,67.8,7.4,79.3
Student_1523,2523,82.7,81.0,77.1,61.1,90.8,4.5,65.7,9.2,79.5
Student_1524,2524,75.4,99.9,80.4,79.4,74.3,3.7,95.7,5.9,83.2
Student_1525,2525,81.3,89.2,74.1,82.3,70.8,2.7,76.4,6.6,78.1
Student_1526,2526,95.9,88.7,65.5,79.1,85.1,1.8,99.6,10.0,81.2
Student_1527,2527,100.0,58.3,87.2,74.4,64.2,2.5,89.0,7.7,76.1
Student_1528,2528,100.0,84.2,70.2,70.5,84.3,2.7,95.5,6.2,79.6
Student_1529,2529,80.1,74.4,57.2,91.3,95.8,4.6,53.9,8.2,75.0
Student_1530,2530,73.8,68.4,50.4,80.3,83.7,3.2,78.9,6.1,67.4
Student_1531,2531,86.4,77.0,90.1,95.4,84.4,4.3,63.5,4.7,82.6
Student_1532,2532,67.3,86.3,82.4,74.7,86.7,5.9,45.0,9.1,81.2
Student_1533,2533,88.2,81.0,76.1,75.7,95.1,3.9,92.4,5.3,80.8
Student_1534,2534,83.5,64.5,69.7,88.2,90.1,7.1,65.6,10.0,79.3
Student_1535,2535,80.3,83.9,68.7,63.8,82.4,2.2,54.2,6.3,72.9
Student_1536,2536,69.1,67.3,62.1,67.9,87.0,3.8,63.8,10.0,70.2
Student_1537,2537,90.1,77.6,69.8,91.0,69.1,3.2,58.1,4.9,74.9
Student_1538,2538,79.7,71.4,49.6,68.3,85.8,5.4,59.6,8.5,70.2
Student_1539,2539,73.3,72.4,66.2,61.8,67.9,0.6,66.7,7.7,66.4
Student_1540,2540,56.3,84.2,71.3,98.7,74.3,1.8,96.0,8.3,75.4
Student_1541,2541,84.7,62.5,82.3,66.1,47.2,3.8,60.0,8.5,71.2
Student_1542,2542,100.0,98.3,74.5,81.8,82.0,6.3,94.9,6.3,88.7
Student_1543,2543,100.0,53.1,84.5,80.7,71.6,4.3,82.7,5.0,75.6
Student_1544,2544,80.4,67.8,91.2,51.9,89.1,2.0,75.9,6.9,75.3
Student_1545,2545,79.0,79.4,87.7,77.3,81.9,2.2,81.2,7.3,79.4
Student_1546,2546,89.7,82.0,80.6,84.5,89.2,6.5,70.2,6.3,84.7
Student_1547,2547,75.0,73.8,75.1,83.5,67.2,3.1,89.3,7.4,74.9
Student_1548,2548,88.0,74.3,63.2,89.0,88.4,2.6,78.5,7.5,75.6
Student_1549,2549,92.7,79.9,83.9,76.1,99.1,6.2,45.0,5.6,83.6
Student_1550,2550,97.3,72.2,95.2,87.1,85.6,5.5,74.4,7.6,86.8
Student_1551,2551,84.0,91.7,79.1,73.1,85.9,5.9,81.8,6.6,84.5
Student_1552,2552,83.0,85.1,98.0,65.9,79.7,2.6,65.7,6.0,81.6
Student_1553,2553,76.2,85.5,56.7,67.0,72.8,1.7,71.9,8.2,70.3
Student_1554,2554,76.7,63.4,61.2,65.4,85.6,4.2,60.8,5.8,67.9
Student_1555,2555,82.7,74.0,85.3,90.1,62.9,4.5,49.3,6.3,77.7
Student_1556,2556,88.7,71.4,78.2,64.9,73.8,4.5,46.7,7.1,74.9
Student_1557,2557,94.1,62.9,90.8,82.7,60.3,6.2,46.9,9.1,79.9
Student_1558,2558,77.0,79.3,74.8,77.3,71.0,1.4,80.0,7.3,74.0
Student_1559,2559,99.9,68.5,64.6,79.0,84.4,5.3,32.6,7.8,75.4
Student_1560,2560,82.3,82.9,72.4,93.6,83.1,2.4,60.0,6.6,77.5
Student_1561,2561,84.8,62.2,56.6,75.6,78.5,5.3,58.5,6.9,69.5
Student_1562,2562,77.5,95.6,61.5,86.1,79.7,3.3,65.8,6.9,77.5
Student_1563,2563,60.8,64.2,86.7,80.4,59.1,2.8,42.2,7.4,69.5
Student_1564,2564,93.8,77.6,85.5,78.5,74.3,3.1,76.1,6.6,80.3
Student_1565,2565,92.4,84.5,79.4,100.0,71.2,1.8,50.9,9.0,80.9
Student_1566,2566,82.2,68.2,54.3,65.6,71.4,4.1,87.0,6.4,68.4
Student_1567,2567,85.7,85.2,70.7,92.9,84.0,2.8,60.7,4.4,77.5
Student_1568,2568,90.2,60.2,60.3,86.6,69.4,5.2,68.6,10.0,72.9
Student_1569,2569,69.4,92.4,89.1,75.2,72.0,5.0,70.1,6.5,82.3
Student_1570,2570,79.7,75.2,68.0,96.3,57.1,6.5,73.7,9.0,77.7
Student_1571,2571,92.9,67.8,62.0,61.5,75.1,4.5,70.6,9.1,72.5
Student_1572,2572,72.5,71.4,75.4,74.8,67.1,4.8,63.6,8.4,73.9
Student_1573,2573,87.9,84.7,67.3,67.9,78.8,6.1,75.1,6.7,79.0
Student_1574,2574,71.4,68.0,92.8,84.1,68.5,3.1,77.0,7.4,76.9
Student_1575,2575,89.7,66.0,66.2,68.9,79.0,1.8,58.5,5.1,68.6
Student_1576,2576,84.6,72.3,58.2,84.3,76.6,4.3,76.4,10.0,74.6
Student_1577,2577,68.8,60.9,49.2,78.1,94.7,1.9,87.9,5.7,64.2
Student_1578,2578,96.6,96.8,74.6,75.2,83.0,7.7,80.6,6.6,88.3
Student_1579,2579,77.7,68.2,68.3,83.9,59.6,6.2,84.0,7.1,74.1
Student_1580,2580,76.9,85.0,57.9,77.3,65.4,7.2,72.6,6.8,75.8
Student_1581,2581,87.0,77.5,89.3,69.1,78.6,4.1,56.0,6.0,79.4
Student_1582,2582,96.5,63.2,83.0,100.0,68.7,4.8,57.9,9.1,80.2
Student_1583,2583,74.8,74.9,74.7,75.1,48.3,3.3,74.8,8.4,72.3
Student_1584,2584,85.6,84.4,91.4,57.8,91.5,5.3,84.1,7.5,85.0
Student_1585,2585,89.3,72.7,83.0,71.6,85.2,2.2,100.0,6.4,78.4
Student_1586,2586,91.9,89.3,65.1,67.3,83.2,0.2,84.7,8.6,76.2
Student_1587,2587,86.8,87.3,62.5,88.3,71.9,2.8,52.4,6.3,75.1
Student_1588,2588,81.3,86.0,84.8,83.2,82.3,1.8,58.5,9.4,80.9
Student_1589,2589,76.7,69.5,79.8,84.0,71.0,6.2,100.0,7.2,79.2
Student_1590,2590,85.9,62.0,77.0,76.3,80.0,6.7,66.8,8.8,77.7
Student_1591,2591,74.3,67.6,64.8,77.2,68.8,1.9,70.7,6.8,67.7
Student_1592,2592,55.8,77.4,82.3,76.3,93.2,5.9,55.6,7.1,77.5
Student_1593,2593,89.4,81.5,65.9,79.2,62.3,5.4,93.5,8.8,78.9
Student_1594,2594,94.0,48.9,73.8,88.4,90.3,1.6,77.5,10.0,73.1
Student_1595,2595,61.4,74.9,92.4,83.4,78.4,3.4,58.4,9.3,78.3
Student_1596,2596,74.9,76.9,67.1,85.0,73.1,3.1,55.1,8.3,73.1
Student_1597,2597,91.2,71.7,56.1,85.0,79.7,5.1,74.6,7.9,74.8
Student_1598,2598,100.0,90.5,62.4,88.8,85.3,2.2,70.7,6.2,79.5
Student_1599,2599,85.2,80.1,86.9,82.9,91.7,3.9,82.5,7.4,83.7
Student_1600,2600,77.7,90.7,78.1,83.6,81.1,3.0,78.2,5.6,80.1
Student_1601,2601,83.2,72.4,73.5,91.9,69.1,4.7,66.0,7.6,76.9
Student_1602,2602,98.7,86.2,68.9,73.3,78.6,3.7,61.8,7.7,79.4
Student_1603,2603,78.5,94.6,80.8,71.4,96.2,3.2,67.6,4.1,81.0
Student_1604,2604,77.0,90.7,64.8,68.1,91.5,3.7,61.7,7.1,76.8
Student_1605,2605,80.2,61.9,78.7,81.8,87.1,7.1,68.0,7.6,78.3
Student_1606,2606,75.5,72.0,66.2,61.5,86.0,3.4,70.2,6.9,71.0
Student_1607,2607,86.2,70.9,64.2,84.6,85.0,2.4,56.5,7.5,72.7
Student_1608,2608,100.0,80.9,67.4,78.9,89.6,4.9,79.5,5.0,80.4
Student_1609,2609,88.2,83.2,70.5,91.3,73.4,3.8,64.4,5.8,78.0
Student_1610,2610,82.5,64.9,74.4,73.3,64.4,1.9,57.4,8.6,70.1
Student_1611,2611,82.1,75.8,77.8,78.0,78.7,7.3,64.7,7.0,80.4
Student_1612,2612,69.4,50.8,30.7,91.2,69.8,3.5,73.6,7.5,57.8
Student_1613,2613,93.8,92.3,65.3,93.8,67.4,3.4,71.2,6.2,79.7
Student_1614,2614,84.2,68.9,70.3,73.2,70.8,4.2,76.3,7.0,73.3
Student_1615,2615,83.2,75.7,93.1,81.8,100.0,6.6,83.5,4.0,85.7
Student_1616,2616,100.0,71.3,62.0,82.9,79.4,1.5,89.6,8.3,74.7
Student_1617,2617,88.0,88.8,77.0,83.7,81.6,4.4,74.3,9.7,84.1
Student_1618,2618,77.5,40.9,92.9,77.4,65.8,7.1,54.0,5.4,71.9
Student_1619,2619,80.7,74.8,59.2,92.8,59.6,4.2,66.0,5.6,71.1
Student_1620,2620,96.5,73.7,79.7,61.1,69.8,2.1,54.9,7.7,74.6
Student_1621,2621,86.1,69.6,65.4,75.8,92.4,3.1,95.5,9.2,76.0
Student_1622,2622,70.6,95.7,68.9,84.5,81.3,4.3,99.8,7.0,81.1
Student_1623,2623,94.2,64.4,65.4,84.6,84.0,6.0,79.8,5.2,76.1
Student_1624,2624,78.3,84.3,66.2,93.5,85.4,3.5,82.9,6.7,78.3
Student_1625,2625,100.0,79.3,100.0,92.0,72.1,5.2,73.8,5.5,87.8
Student_1626,2626,95.8,90.1,85.1,77.1,91.9,1.8,75.5,6.0,83.7
Student_1627,2627,80.5,67.0,88.2,93.0,71.7,1.8,46.0,6.5,74.7
Student_1628,2628,97.8,66.2,80.9,72.9,92.1,3.3,68.9,5.6,77.5
Student_1629,2629,85.7,88.2,55.7,89.3,82.4,6.2,56.8,5.8,77.9
Student_1630,2630,93.5,80.1,79.7,98.1,60.1,4.1,74.2,7.1,81.1
Student_1631,2631,89.8,56.5,87.9,92.1,70.5,4.4,69.1,7.3,77.4
Student_1632,2632,76.5,68.5,64.8,81.1,60.2,4.4,99.2,4.9,70.7
Student_1633,2633,78.6,79.6,86.6,76.7,89.6,5.7,83.7,7.6,83.6
Student_1634,2634,95.3,85.1,83.5,64.7,77.8,3.1,74.3,6.4,80.7
Student_1635,2635,81.7,66.8,97.2,83.1,55.7,5.0,66.0,8.1,79.4
Student_1636,2636,81.0,40.0,70.0,68.8,81.8,2.8,95.1,8.2,66.3
Student_1637,2637,75.4,81.3,61.8,72.1,72.6,7.0,69.6,6.2,75.1
Student_1638,2638,89.2,60.4,70.7,68.1,63.2,2.8,75.0,7.9,69.8
Student_1639,2639,100.0,50.8,92.2,75.4,94.8,2.7,70.6,5.7,76.8
Student_1640,2640,74.3,41.0,53.1,79.7,79.1,4.8,63.9,9.0,63.1
Student_1641,2641,85.2,84.8,50.2,82.7,75.1,4.1,70.5,5.8,72.8
Student_1642,2642,99.1,76.5,76.1,74.0,74.0,4.5,40.6,7.5,78.2
Student_1643,2643,84.2,72.3,69.7,90.7,62.9,4.3,46.8,6.7,73.4
Student_1644,2644,89.5,91.7,75.1,77.9,65.0,2.4,75.2,5.5,78.2
Student_1645,2645,74.4,82.6,86.3,72.1,90.8,6.4,93.5,8.4,85.0
Student_1646,2646,89.3,94.4,68.4,82.3,73.3,5.3,75.2,6.1,81.9
Student_1647,2647,83.1,58.3,52.5,99.6,78.2,6.0,59.2,4.4,69.1
Student_1648,2648,94.9,74.6,99.5,83.4,57.6,3.2,48.4,4.0,79.6
Student_1649,2649,96.9,55.6,63.0,76.4,64.8,4.6,81.8,5.7,69.9
Student_1650,2650,100.0,72.2,62.3,64.7,84.1,4.3,61.5,9.1,75.4
Student_1651,2651,90.8,72.0,88.2,77.8,81.8,5.7,79.6,8.9,83.7
Student_1652,2652,88.3,82.5,70.4,82.3,95.5,5.7,75.8,5.9,81.7
Student_1653,2653,86.9,75.5,74.2,76.1,91.4,4.3,77.2,6.4,78.6
Student_1654,2654,81.5,82.5,80.8,63.3,75.7,1.7,70.5,6.3,75.3
Student_1655,2655,88.4,83.4,88.0,71.5,82.7,6.7,75.8,5.0,84.5
Student_1656,2656,82.0,100.0,71.0,94.5,74.8,4.8,68.2,5.6,83.0
Student_1657,2657,86.7,71.2,93.2,94.3,98.5,3.1,60.5,8.5,83.8
Student_1658,2658,98.2,63.7,49.4,71.1,89.5,4.6,55.5,7.8,70.4
Student_1659,2659,74.9,78.0,84.1,86.7,79.7,1.7,34.2,7.4,75.5
Student_1660,2660,96.4,65.4,64.9,68.2,80.0,5.6,67.3,5.0,73.3
Student_1661,2661,98.2,92.8,91.5,94.0,92.4,1.8,92.8,7.2,89.5
Student_1662,2662,83.8,71.6,76.7,82.5,83.8,3.7,81.0,4.0,76.1
Student_1663,2663,63.8,68.2,66.9,89.5,93.6,4.4,73.4,8.3,73.9
Student_1664,2664,78.9,69.3,83.0,62.8,56.1,5.6,59.0,7.4,74.0
Student_1665,2665,98.0,83.6,85.7,86.8,82.6,4.2,85.0,5.0,84.8
Student_1666,2666,84.8,73.1,82.7,79.9,72.8,5.0,68.2,9.4,80.1
Student_1667,2667,75.0,67.3,62.6,88.5,95.6,4.0,93.6,4.3,72.9
Student_1668,2668,80.0,95.0,69.2,89.1,93.5,4.0,55.3,7.8,82.0
Student_1669,2669,93.4,64.7,75.0,80.7,78.3,4.1,58.8,7.8,75.7
Student_1670,2670,90.5,75.4,74.5,74.0,93.4,3.7,57.3,5.1,77.0
Student_1671,2671,82.6,82.8,84.0,87.8,95.8,1.5,47.8,6.9,79.8
Student_1672,2672,81.3,55.4,50.8,79.4,78.7,2.8,55.9,4.5,62.5
Student_1673,2673,81.1,80.8,79.0,71.3,100.0,4.4,71.5,4.0,79.3
Student_1674,2674,75.8,62.3,71.5,70.8,77.7,3.6,59.3,5.4,69.0
Student_1675,2675,100.0,84.9,64.9,65.2,75.9,3.8,12.2,6.1,74.0
Student_1676,2676,81.8,63.4,66.1,74.9,86.7,3.5,86.1,8.0,72.7
Student_1677,2677,97.2,83.3,72.4,91.0,74.5,2.7,44.7,7.1,78.5
Student_1678,2678,100.0,88.3,31.8,81.8,78.9,3.3,78.8,7.1,71.9
Student_1679,2679,95.0,85.3,66.6,74.7,92.1,3.5,70.5,5.5,78.7
Student_1680,2680,80.7,78.0,64.5,88.0,78.2,4.0,100.0,6.2,76.5
Student_1681,2681,89.0,72.2,81.4,71.7,61.0,4.6,85.0,5.6,76.7
Student_1682,2682,84.8,68.1,65.3,81.0,81.7,3.7,62.4,5.2,71.7
Student_1683,2683,76.0,92.7,72.4,78.2,71.0,2.5,59.5,6.1,76.1
Student_1684,2684,88.2,66.6,93.5,87.8,86.7,1.9,92.5,7.1,80.9
Student_1685,2685,73.2,62.6,86.9,64.2,85.0,7.9,47.9,6.1,76.6
Student_1686,2686,96.9,83.0,85.8,71.5,92.7,2.3,72.9,6.5,82.3
Student_1687,2687,80.4,65.4,69.0,63.6,87.1,3.2,68.0,8.0,71.3
Student_1688,2688,87.0,63.6,81.5,77.4,88.9,4.8,64.9,6.2,77.1
Student_1689,2689,87.8,57.7,72.2,92.1,71.3,4.5,75.3,5.0,72.8
Student_1690,2690,82.4,69.2,72.6,74.9,86.0,4.8,72.8,7.8,76.2
Student_1691,2691,90.9,74.0,79.9,74.9,97.7,3.3,76.9,7.4,80.2
Student_1692,2692,80.3,77.9,67.8,88.7,71.1,4.4,72.1,7.5,76.3
Student_1693,2693,93.7,86.4,92.9,90.7,96.0,4.1,76.3,7.9,89.4
Student_1694,2694,71.5,81.3,73.1,79.1,72.5,3.5,71.4,7.7,75.4
Student_1695,2695,86.3,72.7,82.4,86.8,69.5,4.4,60.1,7.0,78.2
Student_1696,2696,100.0,72.6,92.5,69.2,81.0,5.6,70.1,10.0,85.4
Student_1697,2697,75.0,81.1,87.4,93.8,85.2,4.0,59.3,5.1,80.8
Student_1698,2698,78.2,90.3,58.1,100.0,87.1,4.0,58.3,6.1,77.5
Student_1699,2699,90.1,76.5,80.3,85.2,68.4,5.6,65.0,8.5,81.1
Student_1700,2700,86.8,69.4,85.2,59.2,82.3,5.4,68.2,7.2,78.2
Student_1701,2701,88.5,63.1,85.7,74.4,71.1,6.4,70.5,8.1,79.0
Student_1702,2702,89.9,57.7,61.6,86.1,63.1,1.4,83.7,7.3,67.6
Student_1703,2703,91.3,83.0,67.1,75.8,68.7,5.4,62.5,9.1,78.8
Student_1704,2704,96.1,81.9,86.9,92.7,70.5,4.9,73.0,5.5,84.2
Student_1705,2705,89.1,81.9,65.9,85.9,83.2,2.7,71.8,9.0,77.9
Student_1706,2706,82.6,73.5,71.4,72.9,89.5,4.4,60.9,8.8,76.6
Student_1707,2707,91.7,91.9,93.9,80.3,63.3,5.6,71.1,5.2,86.3
Student_1708,2708,100.0,69.2,74.4,71.1,81.5,2.8,85.0,7.9,77.3
Student_1709,2709,83.7,86.5,66.3,78.2,66.2,4.7,72.8,6.9,77.0
Student_1710,2710,75.3,74.5,64.5,74.5,84.3,5.3,73.4,6.1,73.9
Student_1711,2711,96.1,67.7,79.0,91.7,71.8,2.4,59.4,4.2,74.9
Student_1712,2712,83.8,82.1,59.0,100.0,67.5,3.8,99.5,5.5,76.1
Student_1713,2713,63.3,79.9,72.0,65.7,86.0,4.5,60.3,8.1,74.2
Student_1714,2714,93.5,79.3,79.0,60.8,72.1,2.8,45.0,8.2,76.1
Student_1715,2715,79.6,76.0,90.6,77.5,74.8,2.7,82.9,6.7,79.0
Student_1716,2716,84.1,74.5,83.0,64.8,55.8,3.8,68.3,8.2,75.3
Student_1717,2717,88.3,100.0,66.4,80.5,87.5,5.2,65.5,8.4,84.4
Student_1718,2718,86.9,89.2,89.1,87.5,86.2,5.0,61.8,7.2,86.6
Student_1719,2719,92.1,83.7,71.4,94.9,78.1,2.7,98.1,5.9,80.4
Student_1720,2720,80.6,76.3,60.2,82.0,62.7,5.0,75.3,7.7,73.4
Student_1721,2721,90.1,87.1,72.9,78.1,90.1,2.7,78.2,7.7,80.8
Student_1722,2722,82.4,81.2,92.3,60.2,71.3,1.6,72.4,8.0,78.1
Student_1723,2723,92.4,75.3,77.0,80.3,73.5,3.4,74.1,8.3,78.5
Student_1724,2724,91.2,71.4,75.2,80.7,100.0,5.7,91.0,5.0,81.1
Student_1725,2725,75.6,74.0,94.6,86.4,71.0,5.0,66.2,6.2,80.6
Student_1726,2726,95.9,37.0,57.8,72.9,85.4,4.0,48.1,4.2,62.4
Student_1727,2727,79.6,77.5,59.6,75.6,83.6,3.4,83.0,8.1,73.7
Student_1728,2728,93.1,69.1,55.6,65.2,81.9,3.4,77.5,6.7,70.5
Student_1729,2729,88.7,94.1,79.5,57.1,80.8,4.2,71.6,7.6,82.1
Student_1730,2730,100.0,75.2,77.0,68.9,81.8,2.4,77.1,4.8,76.7
Student_1731,2731,82.8,60.7,93.5,64.3,80.7,3.5,64.4,9.1,76.8
Student_1732,2732,81.5,74.4,77.9,83.4,77.5,3.7,70.3,5.2,76.3
Student_1733,2733,84.8,62.4,70.2,74.8,93.1,2.0,68.0,8.2,72.2
Student_1734,2734,82.0,80.7,75.0,74.6,64.9,2.7,61.1,7.2,74.5
Student_1735,2735,93.0,78.5,76.4,70.2,88.2,4.6,87.8,6.7,80.9
Student_1736,2736,68.8,86.5,54.9,47.7,86.2,4.0,48.8,6.6,68.9
Student_1737,2737,74.5,65.5,100.0,95.1,85.0,3.5,100.0,6.0,82.0
Student_1738,2738,74.3,75.4,81.2,70.0,89.2,2.6,83.2,8.9,77.5
Student_1739,2739,94.5,58.6,77.5,75.9,77.1,6.4,43.3,7.0,75.6
Student_1740,2740,100.0,83.4,82.4,65.5,59.3,2.7,66.6,5.1,77.5
Student_1741,2741,84.0,81.2,83.5,89.7,77.3,4.4,67.5,6.4,81.5
Student_1742,2742,83.3,80.9,73.3,81.4,68.1,3.3,75.9,7.2,76.6
Student_1743,2743,85.7,75.0,67.4,71.7,70.7,4.1,55.2,8.3,73.7
Student_1744,2744,96.6,80.0,82.2,76.1,65.6,4.7,70.5,6.1,80.5
Student_1745,2745,75.7,94.3,79.6,96.8,73.2,1.9,68.2,6.2,80.2
Student_1746,2746,87.4,71.6,65.3,79.3,72.0,4.0,58.9,7.0,72.9
Student_1747,2747,94.8,76.7,92.0,78.2,54.2,5.8,56.8,8.3,82.4
Student_1748,2748,90.0,62.0,78.5,70.6,85.0,6.6,83.8,4.9,77.4
Student_1749,2749,86.9,64.6,83.8,61.1,100.0,3.8,44.6,7.8,76.2
Student_1750,2750,95.0,76.2,91.7,78.4,84.1,4.1,77.2,6.3,83.6
Student_1751,2751,58.0,88.2,75.3,83.3,76.0,7.3,82.0,6.5,80.2
Student_1752,2752,91.8,71.9,78.8,91.0,77.5,5.7,66.7,10.0,82.3
Student_1753,2753,78.5,72.2,84.7,57.5,73.8,3.1,70.8,6.7,74.1
Student_1754,2754,66.7,70.1,66.3,68.7,78.9,3.1,87.5,8.1,70.4
Student_1755,2755,90.1,68.6,75.6,74.2,77.6,5.4,59.4,8.1,77.2
Student_1756,2756,98.7,78.5,76.5,80.0,69.6,2.5,61.0,5.2,76.6
Student_1757,2757,83.6,57.0,63.5,78.5,94.8,5.6,62.6,4.2,70.7
Student_1758,2758,94.5,90.4,100.0,78.8,63.1,4.5,87.5,8.2,89.0
Student_1759,2759,100.0,67.0,58.1,84.1,85.2,4.8,89.4,5.4,75.1
Student_1760,2760,98.1,83.7,59.4,71.0,77.0,3.6,49.1,4.5,73.6
Student_1761,2761,100.0,59.8,90.8,89.3,97.0,3.1,85.1,8.5,82.9
Student_1762,2762,92.4,83.0,83.6,84.3,81.4,6.2,82.3,5.5,85.1
Student_1763,2763,85.8,83.1,62.7,76.8,74.4,3.6,93.3,5.8,75.7
Student_1764,2764,69.0,79.6,82.3,96.0,75.5,3.4,75.8,10.0,80.2
Student_1765,2765,82.5,63.1,92.6,95.6,78.4,3.9,69.3,4.5,78.4
Student_1766,2766,76.6,78.0,74.6,89.3,66.6,4.3,87.2,5.1,76.5
Student_1767,2767,100.0,60.8,100.0,49.8,70.3,2.5,80.5,6.3,76.9
Student_1768,2768,83.2,72.0,54.3,95.8,60.2,3.2,100.0,6.6,71.2
Student_1769,2769,86.2,87.4,83.3,87.9,68.8,3.1,84.4,5.7,81.5
Student_1770,2770,90.5,84.6,89.0,100.0,78.9,5.3,72.3,5.3,86.5
Student_1771,2771,85.4,75.2,85.7,92.4,81.0,2.7,52.4,9.3,80.4
Student_1772,2772,100.0,63.3,72.5,95.8,58.2,1.4,61.3,7.4,72.5
Student_1773,2773,78.8,82.7,71.5,88.8,76.6,1.0,48.5,7.9,74.2
Student_1774,2774,86.9,75.2,80.3,93.5,83.6,1.8,66.8,6.8,78.1
Student_1775,2775,77.6,47.2,84.8,99.9,76.4,6.0,83.9,7.4,76.1
Student_1776,2776,71.8,84.4,82.2,82.2,71.7,4.0,69.9,8.4,79.5
Student_1777,2777,78.9,74.7,87.5,64.3,73.9,4.8,85.3,5.5,78.0
Student_1778,2778,84.6,89.4,62.8,76.9,72.6,4.8,75.1,7.4,77.8
Student_1779,2779,80.7,61.9,72.3,83.9,71.6,4.1,64.0,8.0,72.6
Student_1780,2780,78.1,36.9,63.7,80.7,79.7,3.9,71.3,9.3,65.0
Student_1781,2781,70.9,78.3,70.4,67.5,100.0,5.6,77.1,9.9,78.9
Student_1782,2782,84.2,78.5,87.2,63.7,70.6,4.2,72.1,7.1,78.9
Student_1783,2783,70.0,54.7,76.3,72.6,74.8,6.1,72.3,8.7,72.0
Student_1784,2784,92.6,63.3,100.0,88.1,77.5,4.9,58.5,4.0,81.2
Student_1785,2785,85.8,100.0,77.3,95.8,71.1,3.1,63.5,9.3,84.8
Student_1786,2786,70.4,71.3,75.7,89.2,89.0,3.3,100.0,5.9,76.3
Student_1787,2787,81.9,83.8,76.3,90.6,54.3,2.9,88.4,6.6,77.5
Student_1788,2788,77.5,67.2,67.3,79.2,72.7,5.8,47.9,7.7,72.5
Student_1789,2789,88.2,49.9,74.3,62.6,86.2,3.4,34.5,6.8,67.7
Student_1790,2790,98.4,73.0,88.5,75.4,75.1,2.8,71.1,7.3,80.2
Student_1791,2791,66.2,71.8,76.4,77.4,69.8,4.5,83.4,9.4,75.1
Student_1792,2792,86.2,70.2,65.5,75.0,82.4,3.9,62.2,6.4,72.7
Student_1793,2793,83.4,73.6,63.9,80.5,87.1,4.4,85.3,5.4,75.0
Student_1794,2794,91.7,78.2,69.6,84.4,80.1,6.8,70.9,9.7,82.3
Student_1795,2795,87.1,73.2,75.9,88.5,70.0,5.4,67.6,7.8,78.8
Student_1796,2796,77.5,59.8,89.3,77.2,82.6,4.0,81.3,9.9,77.9
Student_1797,2797,81.8,80.8,58.9,61.0,74.0,1.9,62.0,8.3,69.9
Student_1798,2798,77.0,51.6,71.2,75.2,85.5,3.3,65.7,5.0,67.4
Student_1799,2799,95.8,50.4,76.7,80.4,92.8,5.1,80.1,8.0,76.6
Student_1800,2800,85.2,83.9,53.0,92.2,51.9,2.2,69.5,5.5,69.8
Student_1801,2801,100.0,81.1,65.0,74.3,79.1,7.2,98.6,7.0,82.5
Student_1802,2802,84.4,74.3,66.8,85.1,60.6,4.0,80.4,6.9,74.0
Student_1803,2803,77.9,58.3,65.4,82.9,100.0,4.1,79.4,4.6,71.3
Student_1804,2804,69.9,66.5,77.3,80.4,73.3,3.0,69.3,5.8,71.2
Student_1805,2805,67.0,71.8,73.1,89.3,85.5,4.7,83.1,10.0,77.6
Student_1806,2806,69.2,55.8,68.3,73.4,77.6,2.3,65.2,7.4,65.7
Student_1807,2807,87.7,66.1,80.1,74.2,70.0,7.2,74.2,6.7,78.4
Student_1808,2808,90.1,82.8,95.7,79.9,68.8,6.0,56.3,9.7,86.7
Student_1809,2809,69.2,92.1,94.7,73.6,93.9,5.5,85.6,6.4,86.8
Student_1810,2810,94.0,70.0,51.9,85.1,87.6,1.9,74.4,6.9,70.9
Student_1811,2811,80.2,84.1,81.9,72.9,97.4,4.3,99.7,8.5,84.2
Student_1812,2812,86.5,52.0,72.9,82.3,78.6,5.8,100.0,6.4,74.3
Student_1813,2813,100.0,82.9,76.9,79.0,80.9,4.9,81.4,5.9,82.9
Student_1814,2814,94.0,65.4,70.2,82.1,75.3,2.5,71.0,4.0,71.8
Student_1815,2815,82.3,78.7,76.4,75.4,75.1,3.0,55.8,5.6,74.7
Student_1816,2816,76.1,72.0,76.8,76.6,67.6,3.3,83.6,5.6,73.4
Student_1817,2817,63.5,90.8,68.1,81.0,78.8,3.1,73.2,7.2,75.6
Student_1818,2818,77.8,64.5,64.2,82.0,70.1,6.3,78.1,6.1,72.3
Student_1819,2819,82.9,82.5,69.6,80.0,82.4,1.1,95.9,10.0,77.5
Student_1820,2820,75.1,71.6,77.8,97.1,79.7,5.0,57.6,5.4,76.8
Student_1821,2821,83.7,73.1,82.2,70.1,80.9,2.1,56.1,9.1,75.9
